SheetName,Arabic Name,English Name,Series /        One Off / Fillers,Series Name,Ep.,Unit By Hour,Duration,Country,Language,Arabic Synopsis,English Synopsis,Notes
AJD Catalogue,حكايات من الهامش,Tales from the Margin ,One Off,/,1,1,00.48.28,سوريا,العربية, يروي الفلم حكاية ثلاثة نساء يعشن على الهامش بعد أن تم بيعهن والمتاجرة بهن من قبل أقرب الناس إليهن. ويستعرض ما آلت إليه حالهم بعد التجارب المريرة التي مروا بها بسبب ذلك مع الإضاءة على المحيط الاجتماعي الذي يحاصرهم بشكوكه وآرائه المسبقة دون التفكير للحظة بأن أولئك النساء هن ضحايا قبل كل شيء. ومع قليل من التفهم والتعاطف الحقيقي يمكن أن ينصلح حالهم ويعدن إلى نسيج المجتمع بشكل طبيعي.,"The film narrates the story of three women living on the margin of life and they have been trafficked and sold by their closest people. It reviews the results of their harsh experience which they lived. With the illumination on the social environment which surround them with suspicion and preconceptions, without thinking for a moment that at the first place, these three women are victims. And with some real understanding and sympathy they can mend their state and return normally to their society.",
AJD Catalogue,الجار اللدود,The hostile neighbor,One Off,/,1,1,00.53.19,لبنان,العربية,"الجار اللدود، فيلم وثائقي يحكي قصة القرى اللبنانية المزروعة على طول الحدود مع ""إسرائيل""، من الناقورة البحرية إلى أعالي شبعا وتلال كفرشوبا وكيف هي حياة الناس وصمودهم ومقاومتهم في تلك القرى الحدودية التي  عانت الأمرين من حروب واجتياح واحتلال على مدى خمسة عقود وما زالت. ","Al Jarr Al Ladoud (The hostile neighbor), a documentary film tells the story of the Lebanese villages planted on the borders with ""Israel"" from Naqoura Marine to Shebaa and Kfar Shuba Hills, and how is the life of the people and their steadfastness and resistance in that villages that have suffered so much from wars, invasion and occupation during the last five decades.",
AJD Catalogue,البلكونة,The Balcony,One Off,/,1,1,00.56.02,مصر,العربية,يتناول الفيلم البلكونة بمعانيها وأشكالها المختلفة في مصر عبر التاريخ في أماكن وأزمان ووظائف مختلفة للحياة. يتتبع رحلة طالب جامعي ومصور فوتوغرافي داخل شوارع وحارات مصر المختلفة باحثين عن الأشكال المختلفة للبلكونات وهل يحمل أصحابها شخصيات تتشابه مع بلكوناتهم. وهل البلكونة يمكنها أن تضع تصورا للتغيرات الاجتماعية والسياسية الثقافية والاقتصادية التي تمر بمصر؟!,"The film talks about “balconies” and their different meanings and forms in Egypt throughout history, places, times and different functions of life. It is a Journey of a college student and photographer through the different streets and lanes of Egypt trying to find the different forms of Balconies. Through his journey, he will try to find answers to many questions such as: are the owners holds similar figures with their balconies? Are balconies could develop a vision of social changes, political and cultural economies in Egypt?",
AJD Catalogue,بين المد والجزر,Comores - Up and down in Comoros,Short Series,جزر القمر,2,1,00.47.15,جزر القمر ,العربية,لكل بلد تاريخ ترسم أحداثه على ملامح شعبه الوفي، فتصبح للوجوه حكايات، وللأعراف قصص وامتدادات تعود بك إلى زمن مضى وفات، ولساكني جزر القمر أعرق الأحداث والمعطيات نرويها في هذا الفيلم.,"History is part of the identity of any country as it fashions the people’s behaviour and ‎character. The present documentary mirrors the story of one of the youngest peoples living in one ‎of the smallest islands.‎ Yet, this people’s history is one of the oldest, full of events and landmarks of a variety of ‎civilisations.‎ Trough this film we look at the distinguishing nature of the Comoros culture which ‎consists of a mixture of nationalities and costumes of Arab, Asian and African origins.",
AJD Catalogue,أرخبيل العطور ,Comores - Archipelago of perfume,Short Series,جزر القمر,2,1,00.50.09,جزر القمر ,العربية / الفرنسية ,(جزر القمر) موطن الأزهار البرية النادرة التي تستخلص منها خلاصات العطور التي تشكل جزءاً هاماً من صادرات هذا البلد الذي يتميز بإنتاج أفخر أنواع العطور. يستعرض الفيلم حكاية زراعة الزهور في جزر القمر التي يفوح شذاها في معامل صناعة العطور الأوروبية المشهورة.,"It is one of God’s paradise on earth with magnificent landscape and very fruitful nature. Thanks to it’s beauty and diversity, Comores Isles is one of best tourist destinations in Africa and the world. In addition to its distinctive tropical climate, this land is characterized by its rare flowers of different kinds most of them are exported abroad to make some of the world’s best perfumes and pharmaceutical products. The present documentary shows the beauty of these unique islands as well as the activity of extracting some of the finest perfumes from beautiful flowers; an activity which represents one of the country’s major sources of income.",
AJD Catalogue,الكتاتيب,Koranic schools ,One Off,/,1,1,00.51.19,مصر,العربية,يتحدث الفيلم عن ظاهرة الكتاتيب في مصر، تلك الكتاتيب التي تعد ظاهرة تعليمية وأدبية واجتماعية مهمة. الفيلم يرصد هذا الدور المهم الذى لعبه الكتّاب في مصر لعقود طويلة، حيث حمل الكتّاب على عاتقه مهمة تعليم اللغة العربية الصحيحة وتعليم الأطفال الحساب والقرآن الكريم. كذلك يرصد الفيلم تفاصيل العملية التعليمية التي تدور في الكتّاب، بالإضافة إلى أهم الشخصيات التي مرت على الكتاب من أدباء وفنانين وسياسيين وكيف أثر على حياتهم.,"The film speaks about the Koranic schools in Egypt, and its significant role in the soociety. The Koranic schools are an important educational, literary and social phenomenon. These Koranic schools teach kids the correct Arabic language, the principles of mathematics and the Koran. The film presents details of the educational process in the Koranic schools, and a description of these Koranic schools, which spread among the villages of Egypt. In addition, it focuses on the most important people as writers, artists and politicians who passed through these Koranic schools and how it has affected their lives.",
AJD Catalogue,قبائل الدينكا,Series: Trips to the South,Short Series,نحو الجنوب Trips to the South,4,1,00.48.37,السودان,العربية,"يتناول الفيلم حياة دينكا بحر الغزال...فقبيلة الدينكا تنتمي إلى المجموعات النيلية التي تقطن جنوب السودان. ويشكل الدينكا أكبر مجموعة إثنية في السودان، إذ يشكلون 11% من مجموع تعداد السكان و54.4% من سكان جنوب السودان. وعرف الدينكا لدى الرحالة ووصفوهم بأنهم قوم عمالقة يقارب طولهم السبعة أقدام. 
يعيش إنسان الدينكا في بيئية طبيعية غنية فهو مكتف ذاتياً، إذ يرى أن الإله كان كريماُ معه، فهو يملك الأبقار والضأن والماعز، ويزرع أصناف الحبوب، وتفيض الأنهر وبرك المياه بالأسماك ويتوافر العسل والحياة البرية
  يعيش الدينكا في منطقة شاسعة تمتد ما بين خطي عرض  19.6 شمالاً و 34.26 غرباً. وأرض الدينكا هي أرض السافانا الغنية التي تخترقها مياه النيل وفروعه   
","The film deals with the life of Dinka Bahr el Ghazal ... this tribe Dinka belong to the Nilotic groups inhabiting southern Sudan. The Dinka, the largest ethnic group in Sudan, as make up 11% of the total population and 54.4% of the population of southern Sudan. He knew the Dinka travelers and called them they are a folk giants nearly seven feet in height.
Dinka man living in a rich natural environment is self-sustaining, as it believed that God was gracious with him, he has cows, sheep, goats, and cultivated grain varieties, overflowing rivers and pools of water available honey and fish and wildlife
  Dinka live in a vast area extending between latitude 19.6 north latitude and 34.26 west. And the land of the Dinka is a land of rich savannah which penetrate waters of the Nile and its branches

Arabic---------------AfrikaansAlbanianArabicArmenianAzerbaijaniBasqueBelarusianBengaliBosnianBulgarianBurmeseCatalanCebuanoChinese (Simplified)Chinese (Traditional)CroatianCzechDanishDutchEnglishEsperantoEstonianFilipinoFinnishFrenchGalicianGeorgianGermanGreekGujaratiHaitianHausaHebrewHindiHmongHungarianIcelandicIgboIndonesianIrishItalianJapaneseJavaneseKannadaKazakhKhmerKoreanLaoLatinLatvianLithuanianMacedonianMalagasyMalayMalayalamMalteseMaoriMarathiMongolianNepaliNorwegianNyanjaPersianPolishPortuguesePunjabiRomanianRussianSerbianSinhalaSlovakSlovenianSomaliSpanishSundaneseSwahiliSwedishTajikTamilTeluguThaiTurkishUkrainianUrduUzbekVietnameseWelshYiddishYorubaZulu



",
AJD Catalogue,غرب بحر الغزال : سودان مصغر,Series: Trips to the South,Short Series,نحو الجنوب Trips to the South,4,0.5,00.25.27,السودان,العربية,يتحدث الفيلم عن ولاية غرب بحر الغزال كإحدى أهم ولايات الجنوب السوداني العشرة. من خلال المختصين والرواة الشعبيين نتعرف على قصة تأسيس هذه الولاية، وموقعها الجغرافي، وأهميتها الاقتصادية، وكيف أثر ذلك على احتضانها لمختلف القبائل بغض النظر عن عاداتها المختلفة، وتعايشهم الذي جعل الولاية تستحق أن يطلق عليها لقب (سودان مصغر).,,
AJD Catalogue,البونقو : ثقافة الموت والحياة,Series: Trips to the South,Short Series,نحو الجنوب Trips to the South,4,1,00.49.16,السودان,العربية,تحكي هذه الحلقة من سلسلة (أفلام الجنوب) عن قبيلة البونقو، وكيف أتوا إلى جنوب السودان، وما هي عاداتهم وتقاليدهم وعملهم الدارج، وبعض التراث الذي لديهم,"This film is from the south of Sudan series, focusing on the Bongo, how they came to the south of Sudan, what are their habits and their traditions, their popular work, and some of their heritage.",
AJD Catalogue,الفلاتة أحفاد نوح,Series: Trips to the South,Short Series,نحو الجنوب Trips to the South,4,1,00.50.13,السودان,العربية,"قبيلة الفلاتة"" تتحدث عن قبيلة الفلاتة التي هي من أصول عربية عن عاداتها وتقاليدها وترصد حياة أفراد القبيلة وأماكن تواجدهم والحرف التي يقومون بها ومهام السلطان في القبيلة وتميز نساء الفلاتة","Fellata tribe "" talking about the tribe Fellata that are of Arab origin for customs and traditions and monitor the lives of members of the tribe , whereabouts and crafts that they do and the functions of the Sultan in the tribe and women discriminate Fellata",
AJD Catalogue,إملشيل موسم الزواج,Imilchil,One Off,/,1,1,00.50.54,المغرب,العربية,"منطقة جبلية مغربية، تقع قلب جبال الأطلس الكبير، كل سكانها من الأمازيغ. تشتهر بموسم سنوي يعرف بموسم الزواج والذي يُعقد فيه عقد قران عدد كبير من الأزواج والذي يحضره آلاف السياح الأجانب والمحليين.
ويحكى أن عاشقين من قبيلة في الأطلس الكبير الشرقي،الذين جمعتهما قصة حب خيالية كانا ينتميان إلى قبيلتين متحاربتين فأصبح زواجهما من المستحيلات. وأمام عناد الأهل لم يبق أمام العاشقين اليائسين من سبيل سوى البكاء حسرة على حبهما المستحيل، وإسالة الدموع حتى فاضت أنهارا كونت بحيرتين؛ إحداها تدعى إيسلي (العريس) والأخرى تسليت (العروس)، ثم انتحرا غرقا في البحيرتين. وفي ما يبدو كأنه عزاء وندم، تصالحت القبيلتان فأصبحتا تتزاوران وتتزاوجان .. إلى اليوم ","Moroccan mountainous area, the heart of the High Atlas Mountains, all the inhabitants of the Amazigh. Famous for its annual season knows the marriage season in which he held the wedding a large number of couples who attended thousands of foreign and local tourists.
It is said that lovers of the great tribe in the eastern Atlas, who brought them together fictional love story they were warring tribes belong to their marriage became impossible. Faced with the intransigence of the parents did not stay in front of desperate lovers for only heartbreak crying on their love is impossible, and even liquefaction tears overflowed rivers formed two lakes; one of them called Easley (the groom) and other Sport (the bride), and then committed suicide by drowning in the lakes. In what seems like a consolation and repented, reconciled tribes Vosubhta Ttzauran and Ttzaujan to today ..",
AJD Catalogue,أنا والمرآة,Me and the Mirror,One Off,/,1,1,00.46.27,لبنان,العربية,يروي الفيلم قصة خمسة نساء لبنانيات من خلفيات ثقافية واجتماعية مختلفة خضعن أو سوف يخضعن لعمليات جراحية بهدف تغيّير شكلهن وربما حياتهم. وسيلقي الضوء على الأسباب المختلفة التي تدفع إلى الجراحة التجميلية، إما لمحاربة علامات التقدّم بالعمر أو لمعالجة بعض العاهات الجسدية أو غيرها. كما سيناقش تداعيات عمليات التجميل.,"The documentary narrates the story of five Lebanese women from different social and cultural backgrounds, who had undergone or will undergo a plastic surgery to change their looks or maybe their lives. The films highlights the different causes that lead to plastic surgery, such as fighting the signs of aging or correcting physical disfiguration and many more reasons. The film is also going to discuss the implication of cosmetic surgery.",
AJD Catalogue,طابع فلسطين,Palestine Stamp,One Off,/,1,0.5,00.28.21,فلسطين ,العربية,نستعرض تاريخ فلسطين من خلال المراكز البريدية التي بدأت منذ الاحتلال العثماني وكيف كانت تنتقل بين المدن الرئيسيه ثم إلى دمشق وبيروت ، ثم جاء القطار  فانتظم البريد ، ودخلت القوات البريطانية لتصدر أول طابع فلسطيني يحمل اللغات العربية والانكليزية والعبرية ، وليتوقف الطابع العثماني مما سبب في ثورة الشعب الفلسطيني وكشفه للمؤامرة منذ وقت مبكر ، بعدها  أصدرت المقاومة عددا من الطوابع  لغرض التبرعات ، حتى عام 1948 حيث اغلقت  نهائيا واقتصرت على إصدارات بسيطة خارج أرضها ، من هنا تأتي أهميتها بكونها طوابع نادرة وأثريه.,"We review the history of Palestine through the post offices that emerged during the Ottoman occupation and how they were moving between major cities and then to Damascus and Beirut. After train emerged, mail became more organised. When British forces entered, they issued the first Palestinian stamp in Arabic, English and Hebrew. Then the issuance of Ottoman stamps was stopped, a move that stirred up the Palestinian uprising and uncovering the plot very early. Later on, the Palestinian resistance started to issue a number of stamps for donation purposes until 1948; then it totally stopped and was limited to simple issuance of stamps and from here comes their importance being rare and antique.",
AJD Catalogue,صغار ولكن,Children..But..,One Off,/,1,1,00.44.48,الأردن,العربية,"تعكس عمالة الأطفال ظاهرة سلبية في مجتمعنا العربي، تتناقض مع حقوق الطفل التي ترعاها القوانين الدولية الإنسانية، وعندما لا يحصل الطفل على حقه الطبيعي في الرعاية والتعليم والتربية، يتهدد المجتمع في مستقبله، وإذا كانت الكثير من الدراسات الاجتماعية، أو الأفلام الوثائقية قد تناولت ظاهرة ((أطفال الشوارع)) و((عمالة الأطفال المبكرة)) بعد تسربهم من المدارس، بوصفها ظواهر سلبية، فثمة وجه آخر لعمالة الأطفال تشكل ظاهرة في المجتمعات العربية، تحتاج أن ننظر لها من منظور آخر، ونعالجها برؤية مختلفة، قد لا تكون كلها سلبية، بالمعنى الشائع، والمتداول حول عمالة الأطفال.
هذه الظاهرة تتناول عمل الأطفال في المهن التي يمارسها آباؤهم، حيث يحرص الآباء على توريث أبنائهم أسرار المهن التي يمارسونها، وتدريبهم عليها منذ الصغر، مع حرص الأهل في الوقت ذاته على تلقي أبنائهم التعليم المدرسي، لذلك غالباً ما تنحصر أوقات هذا العمل في أيام العطلات. وبذلك يزرع الأهل في ولدهم أخلاقيات المهنة، وينمو لديه حس المسؤولية وقيمة العمل.
","Employment of the children considers negative phenomenon in our Arabic society, it contradict with the children right which sponsored by international laws of humanity, and when the child doesn't get his right in care and education, the society future is threatens, but there is another side of child labor in the Arab world, there is another viewpoint, this phenomenon discuss the child labor in the occupations which practiced by their parents, where the parents be eager to bequeath their children the secrets of their profession, and training them since they are  young, In the same time the most important thing to the parents is the education of their kids, so the time of the work often being in the holidays. Thus the parents learn their children the moral and essential of the business and help him to sense the meaning of the responsibility and the value of the work.",
AJD Catalogue,أبو حليمة ,Abo Halima,One Off,/,1,1,00.44.34,فلسطين ,العربية ,"فيلم يوثق الكابوس الذي عاشته عائلة المزارع الغزي سعد الله أبو حليمة خلال الحرب الإسرائيلية على غزة نهاية ديسمبر2008. يهدف الفيلم لتوثيق تلك المجزرة المروعة، ومعايشة تجربة العائلة المكلومة التي ظلت تعاني من آثار الفسفور على جلود أبنائها، مسجلاً قوة الإرادة وحب الحياة لدى العائلة التي زوجت أبنائها الناجين من المجزرة, ليعيدوا دورة الحياة من جديد، ويُنجبوا بعد ثلاث سنواتٍ من المجزرة أطفالاً جدد لتعوض العائلة عن الذين فقدتهم.",This film documents the nightmare experienced by the family of Gazan farmer Saadallah Abu Halima during the Israeli war on the Gaza the end of December 2008. The film shows the life of the members of the family who survived that massacre and how they started there life over again with the strength of love and determination. ,
AJD Catalogue,الجنرال,The General ,One Off,/,1,1,00.55.33,مصر ,العربية,فيلم وثائقي يحكي قصة الفريق سعد الدين الشاذلي، رئيس أركان الجيش المصري الأسبق والعقل الرئيس المدبر لعملية العبور في حرب 6 أكتوبر/تشرين الثاني 1973. يتوقف الفيلم عند محطات من حياة الفريق الشاذلي، فيبدأ مع نشأة الطفل الصغير في إحدى قرى مصر ثم التحاقه بالكلية الحربية ومسيرة عمله المهنية في الحرس الملكي ومشاركته في حرب فلسطين ثم تأسيسه لقوات المظليين ثم قيادته لأول كتيبة عربية في الكونغو ثم مشاركته في حروب 67 و  73 وحتى انتقاله بعد ذلك إلى لندن بدرجة سفير إلى أن أصبح معارضا للنظام وأخيرا عودته إلى مصر وقضائه سنة ونصف في المعتقل.,,
AJD Catalogue,أثيوبيا.. مهد الحضارات ,Ethiopia.. Cardle of Civilization,One Off,/,1,1,00.53.59,إثيوبيا,العربية,يحكي هذا الفيلم عن معالم اثيوبيا ، كما يأخذ الفيلم المشاهد عبر قسم كبير من هذه الأمة العظيمة ، نتوقف عند أهم المدن في اثيوبيا ونكتشف ما ترك التاريخ وراءها، من أديس أبابا إلى هرار، على بحر دار، غوندار، أكسوم، آل نغاشي ولاليبيلا، ، ونحن ننظر الى آثار البلاد، وتصوير لحياة الناس و دراسة لماذا هذه هي واحدة من الدول الأكثر أهمية في أفريقيا. ,"This is a 53 minute documentary film on Ehtiopia's most important landmarks. As the film takes the viewer across a large section of this vast nation, we stop at the country's most important cities and discover what history has left behind. From addis Ababa to Harar, over Bahir Dar, Gondar, Axum, Al Nagashi and Laliballa, we look at the country's vestiges and portray people's lives and examine why this is one of the most important nations in Africa.",
AJD Catalogue,السجن خارج القضبان,Outdoor Captivity,One Off,/,1,1,00.52.39,الأردن / أوكرانيا / فلسطين,الأوكرانية / العربية,السجن خارج القضبان فيلم يرافق الحياة اليومية لأسيرات محررات من لحظة الاعلان عن نية اخراجهن من سجن الاحتلال الاسرائيلي. صفقة شاليط التي قامت بتنفيذها حركة حماس أسعدت قلوب الأسرى وأهاليهم والعالم العربي ككل، والتي بموجبها تم تحرير 1000 أسير فلسطيني و 27 أسيرة كانوا وراء القضبان، قصص تعتصر لها القلوب من الحزن والبعد عن المكان أو عن الأحبة. أجواء من المشاعر المختلطة تمتزج بالألم والفرحة وبالبكاء والضحكات. نشاهدها في دراما الحياة الفلسطينية ولكننا نستشعرها في حياة الأسرى المحررين. فالفيلم يتعايش مع الشخصيات في مواجهة الواقع الجديد الذي فرضه الاحتلال عليهم للمرة الثانية ولكن خارج القضبان. فالفضاء واسع والحرية قريبة لكن الغصة في قلوبهم أكبر مما توقعوا.," This documentary follows the daily life of Palestinians ex-prisoners, from the moment of announcing their freedom. After shalit’s deal done by Hamas, 1000 prisoners were released, 27 of them were women. That deal has delighted the hearts of prisoners and their families and the all the Arab world. The film shows Heart-wrenching stories of sadness and pain those prisoners have experienced in the prison far from their homes and loved ones. An atmosphere of mixed feelings of joy mixed with pain and tears and laughter. it’s the drama of the Palestinians every day’s  life.",
AJD Catalogue,غير مصنف ,Unrated,One Off,/,1,1,00.51.03,مصر ,العربية,يناقش هذا الفيلم فكرة التمرد الفني بجميع أشكاله، ويناقش الحراك الاجتماعي والاقتصادي والسياسي، وتأثيره على تكوين هذا الفن عن غيره من الفنون التقليدية عن طريق رصده لثلاث حالات فنية مختلفة.,,
AJD Catalogue,الطبول,Drums,One Off,/,1,1.1,01.05.33,إسبانيا / الصين / قطر / موزمبيق,الإسبانية / الصينية / العربية / الموزمبيقية,يحكي الفيلم عن هذه الحرفة في ست دول والتي تلعب الطبول، حيث قال تاريخهم الإخلاص للموسيقى، أنها تكشف عن اللغة الفريدة للثقافات والناس والتقاليد والسلوكيات والمعتقدات، إيقاع الطبل هو دعوة للنظر الى أنفسنا في المرآة، والتي تبين أنه لا يوجد أي حاجز لغوي يمنع عالمية هذه الرسالة.,"The beat of the drum is an invitation to look ourselves in the mirror. The documentary will show characters in six countries that play drums, telling their histories and devotion for the music. It will unveil their unique cultures, people and traditions, behaviors, beliefs, showing that there is no linguistic barrier that prevents the universality of this communication",تمت الدبلجة وتسليم الشريط للمكتبة 4/19/2015
AJD Catalogue,نجوم في سماء أوروبا ,Noujoum,One Off,/,1,1,00.50.57,أوروبا,العربية / الفرنسية ,,,
AJD Catalogue,                      1450 AM   راديو التعايش,1450 AM  ,One Off,/,1,1,00.51.22,كندا,العربية / الفرنسية ,"""1450 أ.أم"" هو عنوان فيلم يتناول الهجرة، عنوان إذاعة تتخطى الانقسامات الإثنية والدينية والسياسية التي يحملها العرب في حقائبهم، حتى عندما يغادرون أوطانهم الأم. أنطوان كرم، المولع بالعمل الإذاعي والمشغوف به، يعرف تلك الانقسامات التي مزّقت شبابه في وطنه الأم، لبنان. وقد أراد في كندا أن يساعد الجاليات العربية على الاندماج في بلدها الجديد وعلى بناء جالية عربية موحدة عبر محطته الإذاعية الناطقة باللغة العربية. ""شو، 1450 أ.أم""، هي أيضاً رد على التمثيل المنتقص والسلبي للجاليات العربية في وسائل الإعلام الكيبيكية.  ","1450 AM is a film about immigration, and a radio station that goes beyond the ethnic, religious and political divisions that the Arabs carry in their suitcases when they leave their native countries. Antoine Karam, a passionate radio lover, knows about those divisions from his youth spent in his native Lebanon. In Canada, he wanted to help the Arab communities integrate in their new country and build a united Arab community through his Arabic radio station. Chou 1450 AM is also an answer to the lack of Arab voices and negative representation of the Arab communities in the Quebecois media.",
AJD Catalogue,الساكنون في الحفر,Under Ground,One Off,/,1,0.5,00.26.41,تونس,العربية,"يحكي الفيلم قصة مدينة تعيش تحت الأرض. هي صور من الكهوف الطبيعية التي تحولت إلى منازل لا تحتاج إلى تكييف فهي باردة صيفا، دافئة شتاء وهي كذلك لا تحتاج أيضا إلى تصريف مياه.
هذا العالم السحري الغامض يحمل معه طقوس وعادات الأجداد ناقلة لأحفادها صورا من عشق الأرض والتشبث بها. وكذلك هي حكاية أهاليها وتفاصيلها الحديثة وما تحمل معها من تاريخ ضارب عمقه في الأرض كعمق الحفر.
تنقل كاميرا الفيلم كلّ ذلك من خلال معالجة خاصة و من خلال إظهار هذا الموضوع اعتمادا على المجال الاجتماعي والحضاري والتراثي والتاريخي.",,
AJD Catalogue,حواري القدس   ( ضممن سلسلة: وثائقيات منوعة ) ,Jerusalem Neighborhoods,One Off,/,1,1,00.47.29,فلسطين ,العربية ,تكونت القدس الحاضرة بمبانيها وأهلها على أساس قدسية هذه المدينة منذ القدم وحتى يومنا هذا. وقد أجمع على تقديسها أبناء الديانات السماوية الثلاث لتكون عنوانا للصراع لمئات السنين. والصراع في القدس اليوم يتركز حول هويتها بالمستويات المختلفة، ويصل حتى أدق التفاصيل ليطال حيا بعينه أو بيت يتقاسمه الجيران الأعداء وصولا إلى الصراع على حجر أثري واحد يسرق من مكانه ليظهر في مكان آخر دليلا مزورا يساهم في إثبات رواية يتم بنائها اعتمادا على أسطورة تنفي كل المقولات العلمية وتسعى لسلب أهل هذه المدينة أبسط حقوقهم في العيش في مدينتهم. هذا الفيلم، ما هي احياء القدس داخل الاسوار؟ وكيف تغيرت حدودها وتسمياتها وبنيتها السكانية عبر السنوات؟ هذا ما سيحاول الفيلم الاجابة، مسلطاً الضوء على التنوع الثقافي والعرقي والديني في المدينة.,,
AJD Catalogue,"ختيار أفريقيا ""تاتامكولو أفريقيا""   ( ضممن سلسلة: وثائقيات منوعة ) ",Tatamkhulu Afrika,One Off,/,1,1,00.48.03,جنوب أفريقيا ,العربية ,"تروي حكاية ""السيد حرباء"" قصة شاعر غزير الإنتاج من جنوب أفريقيا يدعى (تاتامكولو أفريقيا). ويعتبر هذا الرجل أحد المناضلين من أجل الحرية ومسلماً ملتزماً أبصر النور في الأطراف الشمالية لأفريقيا في مصر وقضى نحبه في الجانب الجنوبي في (كيب تاون) بجنوب أفريقيا. ويرسم هذا الفيلم صورة مؤثرة ونابضة بالحياة لرجل يتيم متعدد الشخصيات ولد لأب مصري وأمٍ تركية ولكنه نشأ كرجل أبيض في ظل نظام الفصل العنصري في جنوب أفريقيا. كما كان الرجل الجنوب أفريقي الوحيد الذي كان أسيراً في فترة ما بعد الحرب العالمية الثانية وسجيناً لنظام الفصل العنصري بجنوب أفريقيا في الوقت نفسه. وإذ أدرك إرثه الحقيقي في مرحلة لاحقة من حياته، أصبح الرجل الجنوب أفريقي الأبيض الوحيد الذي يتمّ تصنيفه في ظل نظام الفصل العنصري على أنه ""لا أبيض"" بسبب المبادئ التي يعتنقها وحسب. ثم عاد واعتنق الإسلام، الدين الذي ولد عليه، وأسس منظمة إسلامية رائدة مناهضة لنظام الفصل العنصري تحت اسم ""الجهاد"" أحدثت حراكاً واسعاً في المجتمع الإسلامي في جنوب أفريقيا","Mr Chameleon is the story of Tatamkhulu Afrika, the prolific South African poet,
freedom fighter and devout Muslim who started his life on the northern edge
of Africa in Egypt; and found his final resting place on the southern tip in Cape
Town, South Africa. The film is a moving and stirring portrait of a man who had
multiple identities, being an orphaned half Egyptian/half Turk but growing
up “white” in apartheid South Africa. He was the only known South African
to be both a prisoner of war in World War 2 and be a prisoner of the South
African apartheid regime. Realising his heritage later in life, he became the only
known “white” South African during apartheid to apply to be classified as “non-
white” completely out of principle. Reverting to Islam, the faith of his birth, he
started the pioneering anti – apartheid Muslim organization, Al Jihaad, which
cause huge ripples in South Africa’s muslim community.
",
AJD Catalogue,أن تكون اديغا    ( ضممن سلسلة: وثائقيات منوعة ) ,To Be Adiga,One Off,/,1,1,00.48.23,الأردن,العربية ,علي ماهر فنان متعدد الأوجه وأحد الشراكسة الأكثر شهرة في الأردن. من خلال سرده بحماس قصص لتاريخ عائلته، بدأ يعيد التفكير في المرحلة المربكة التي مر بها والتي حولته من كونه أردنيا شركسيا إلى أردني مع جذور شركسية. الفيلم يبرز شراكسة آخرون، وبعضهم لايزال يحلم بالعودة إلى منطقة القوقاز،  بعضهم يرقص ليشعروا بأنهم مرتبطون، والبعض الآخر يوثقون ويسجلون أي شيء شركسي يحصلون عليه في أيديهم  لكي لا ينسوا.,"Ali Maher is a multi-faceted artist and one of the most famous Circassias in Jordan. Through his passionate storytelling about his family history, he starts recalling the confusing process he had to undergo which transformed him from being a Circassia Jordanian to a Jordanian with Circassia roots. The documentary features other Circassias, some still dreaming of going back to the Caucuses, some dance to feel connected, and others document everything Circassia they get their hands on in lest they be forgotten.",
AJD Catalogue,حياتي الفنية ,Teens Tales - My Artistic Life,Long Series,حكايات المراهقين,8,1,00.50.56,الإمارات / المغرب / سوريا ,العربية ,"يبدو العبور من مرحلة المراهقة إلى سن الرشد أكثر تعقيدا في المجتمعات العربية عنه في المجتمعات الغربية. فالمراهق العربي يمثل جزءا من نموذج ""للنضوج"" يتألف من عناصر متعددة مثل الدين وحقوق الإنسان والتقاليد.
تضم هذه السلسلة مجموعة قصص تبتعد عن النظرة النمطية للمراهقين في محاولة للتعرف على الحياة الفعلية للمراهقين في العالم العربي المعاصر بحيث يجيب المراهقون بأنفسهم عن الكثير من الأسئلة المطروحة. فيصبح الهدف الأساسي من السلسلة هو محاولة فهم الجيل الحالي من الشباب في العالم العربي وكيفية توفيقهم ما بين طموحاتهم الخاصة ورغبات الأهل والتقاليد.
وتتيح هذه السلسلة الفرصة للمشاهد أن يرى السمات التي يتشارك فيها المراهقون، وكذلك التنوع الغني في تجاربهم ومشاعر الإحباط التي تحيط بالحياة اليومية للمراهقين في العالم العربي.",,
AJD Catalogue,حياتي السياسية ,Teens Tales - My Political Life,Long Series,حكايات المراهقين,8,1,00.49.29, فلسطين / لبنان / مصر,العربية ,,,تدور أحداث الفيلم في ثلاث ساحات سياسية لثلاثة بلدان عربية، هي مصر وفلسطين ولبنان، ويطلق العنان لأصوات من هم مستقبل المنطقة العربية، من خلال عيون هؤلاء المراهقين التي تختلف خلفياتهم وأساليب حياتهم وتطلعاتهم. 
AJD Catalogue,حياتي الدينية ,Teens Tales - My Life and Religion,Long Series,حكايات المراهقين,8,1,00.49.27,المغرب / لبنان / مصر,العربية ,,,
